lote_id,osm_type,osm_id,nombre_original,categoria_preliminar,etiqueta_osm,latitud,longitud,datos_osm,categoria_oficial,categoria_slug_destino,subcategoria_nombre,subcategoria_slug_destino,confianza_mapeo,estado_importacion,motivo_observacion,publicable_propuesto
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607567725,Wawa Negro Cafe,Alimentos y bebidas,cafe,0.7989135,-77.7333203,"{""name"":""Wawa Negro Cafe"",""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610693290,,Alimentos y bebidas,bakery,0.8121992,-77.7190345,"{""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,606856611,,Alimentos y bebidas,cafe,0.812527,-77.7154138,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607147877,,Alimentos y bebidas,cafe,0.812772,-77.714784,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610703093,,Alimentos y bebidas,bakery,0.8152846,-77.7165554,"{""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610703096,,Alimentos y bebidas,cafe,0.8154741,-77.7163062,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608168071,,Alimentos y bebidas,cafe,0.8083547,-77.7219827,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478889,,Alimentos y bebidas,restaurant,0.8053107,-77.7262684,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478877,,Alimentos y bebidas,cafe,0.8054977,-77.7269964,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13175959588,,Alimentos y bebidas,restaurant,0.8046111,-77.7283402,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478842,,Alimentos y bebidas,restaurant,0.8040995,-77.7280894,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478845,,Alimentos y bebidas,restaurant,0.8043059,-77.7282939,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610562125,,Alimentos y bebidas,restaurant,0.8042109,-77.7285566,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608486806,,Alimentos y bebidas,restaurant,0.8016444,-77.727086,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610522839,,Alimentos y bebidas,restaurant,0.8221678,-77.706754,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,1553091553,,Alimentos y bebidas,bakery,0.8213399,-77.705873,"{""shop"":""bakery""}",Comida y bebidas,comida-bebidas,Panaderías,panaderias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610526035,,Alimentos y bebidas,restaurant,0.8222725,-77.7063034,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478613,,Alimentos y bebidas,cafe,0.794781,-77.7387855,"{""amenity"":""cafe""}",Comida y bebidas,comida-bebidas,Cafeterías,cafeterias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608743954,,Alimentos y bebidas,restaurant,0.7762802,-77.7420693,"{""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608474697,bucattos,Alimentos y bebidas,restaurant,0.8175811,-77.7131361,"{""name"":""bucattos"",""amenity"":""restaurant""}",Comida y bebidas,comida-bebidas,Restaurantes,restaurantes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4613245193,del ahorro,Alimentos y bebidas,confectionery,0.8057455,-77.7167977,"{""name"":""del ahorro"",""shop"":""confectionery""}",Comida y bebidas,comida-bebidas,Heladerías y postres,heladerias-postres,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4679052990,viveres Jhurany,Alimentos y bebidas,confectionery,0.8228013,-77.7074349,"{""name"":""viveres Jhurany"",""shop"":""confectionery""}",Comida y bebidas,comida-bebidas,Heladerías y postres,heladerias-postres,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610532095,AUTO MUNDO,Automotriz y movilidad,car_repair,0.8252091,-77.7052966,"{""name"":""AUTO MUNDO"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,6282364585,Authesa,Automotriz y movilidad,car,0.7975232,-77.7350207,"{""name"":""Authesa"",""shop"":""car""}",Automotriz y movilidad,automotriz-movilidad,Venta de vehículos,venta-vehiculos,baja,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12413481101,Eco Pits,Automotriz y movilidad,car_repair,0.8209018,-77.7086319,"{""name"":""Eco Pits"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5849728085,Leo,Automotriz y movilidad,car_repair,0.7931769,-77.7389862,"{""name"":""Leo"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608151244,Mecanit-K,Automotriz y movilidad,car_repair,0.7944194,-77.7365543,"{""name"":""Mecanit-K"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610562270,Mecánica,Automotriz y movilidad,car_repair,0.8044268,-77.7286706,"{""name"":""Mecánica"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608738429,Mecánica,Automotriz y movilidad,car_repair,0.8227013,-77.7070336,"{""name"":""Mecánica"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607506825,Mecánica Automotriz Rosales,Automotriz y movilidad,car_repair,0.7972198,-77.7337418,"{""name"":""Mecánica Automotriz Rosales"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978380723,Mecánica Pergueza,Automotriz y movilidad,car_repair,0.7987524,-77.7295002,"{""name"":""Mecánica Pergueza"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12413431701,Pits & Coffee,Automotriz y movilidad,car_repair,0.8204282,-77.7084031,"{""name"":""Pits & Coffee"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610559266,Richard,Automotriz y movilidad,car_repair,0.8266287,-77.7034825,"{""name"":""Richard"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608726520,Taller,Automotriz y movilidad,car_repair,0.8213208,-77.7075546,"{""name"":""Taller"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,606857909,Taller,Automotriz y movilidad,car_repair,0.8018789,-77.7320436,"{""name"":""Taller"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607555365,Taller,Automotriz y movilidad,car_repair,0.8005287,-77.7316334,"{""name"":""Taller"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478495,Taller,Automotriz y movilidad,car_repair,0.8027383,-77.7334537,"{""name"":""Taller"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607478575,Taller,Automotriz y movilidad,car_repair,0.803351,-77.7348559,"{""name"":""Taller"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974331,Taller Arcos,Automotriz y movilidad,car_repair,0.7904521,-77.7431196,"{""name"":""Taller Arcos"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607507359,Taller Automotriz,Automotriz y movilidad,car_repair,0.7973158,-77.7335347,"{""name"":""Taller Automotriz"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,606567958,Taller Automotriz DIESEL,Automotriz y movilidad,car_repair,0.7951358,-77.7321902,"{""name"":""Taller Automotriz DIESEL"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13573974330,Tecnimotor,Automotriz y movilidad,car_repair,0.7907184,-77.7429771,"{""name"":""Tecnimotor"",""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610703104,,Automotriz y movilidad,bicycle,0.8148179,-77.7157724,"{""shop"":""bicycle""}",Automotriz y movilidad,automotriz-movilidad,Transporte y movilidad,transporte-movilidad,media,observado,"Sin nombre | Revisar si venta, taller o movilidad.",false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607227779,,Automotriz y movilidad,car_repair,0.7960493,-77.7362056,"{""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4423486792,,Automotriz y movilidad,car_repair,0.7954983,-77.738315,"{""shop"":""car_repair""}",Automotriz y movilidad,automotriz-movilidad,Talleres automotrices,talleres-automotrices,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13396305263,Face Look,Belleza y cuidado personal,hairdresser,0.8120616,-77.7178738,"{""name"":""Face Look"",""shop"":""hairdresser""}",Belleza y cuidado personal,belleza-cuidado-personal,Peluquerías,peluquerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12426526401,Lavandería Todo,Belleza y cuidado personal,laundry,0.8176423,-77.7148302,"{""name"":""Lavandería Todo"",""shop"":""laundry""}",Belleza y cuidado personal,belleza-cuidado-personal,Lavanderías,lavanderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607543487,Peluquería,Belleza y cuidado personal,hairdresser,0.7985897,-77.7337296,"{""name"":""Peluquería"",""shop"":""hairdresser""}",Belleza y cuidado personal,belleza-cuidado-personal,Peluquerías,peluquerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5783657642,Salon,Belleza y cuidado personal,hairdresser,0.8136768,-77.7178354,"{""name"":""Salon"",""shop"":""hairdresser""}",Belleza y cuidado personal,belleza-cuidado-personal,Peluquerías,peluquerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607545050,,Belleza y cuidado personal,hairdresser,0.8019345,-77.7306712,"{""shop"":""hairdresser""}",Belleza y cuidado personal,belleza-cuidado-personal,Peluquerías,peluquerias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978496121,lavandería Laundry,Belleza y cuidado personal,laundry,0.8056732,-77.7268348,"{""name"":""lavandería Laundry"",""shop"":""laundry""}",Belleza y cuidado personal,belleza-cuidado-personal,Lavanderías,lavanderias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,8196314217,Central de Taxi Ejecutivo CacikTulcanaza,"Deportes, viajes y ocio",travel_agency,0.8249933,-77.7124659,"{""name"":""Central de Taxi Ejecutivo CacikTulcanaza"",""shop"":""travel_agency""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Turismo y viajes,turismo-viajes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4140606690,"Compañia de Taxi Ejecutivo ""21 de Abril""","Deportes, viajes y ocio",travel_agency,0.8166254,-77.7102701,"{""name"":""Compañia de Taxi Ejecutivo \""21 de Abril\"""",""shop"":""travel_agency""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Turismo y viajes,turismo-viajes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978496222,EMELNORTE,"Deportes, viajes y ocio",outdoor,0.8109271,-77.7179868,"{""name"":""EMELNORTE"",""shop"":""outdoor""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Deportes,deportes,baja,observado,Etiqueta outdoor incompatible con el nombre; requiere revisión manual.,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,8090127327,Marathon,"Deportes, viajes y ocio",sports,0.7979192,-77.7349489,"{""name"":""Marathon"",""shop"":""sports""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Deportes,deportes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4978422025,Pista de skate,"Deportes, viajes y ocio",sports,0.8027974,-77.7319741,"{""name"":""Pista de skate"",""shop"":""sports""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Deportes,deportes,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,2955376548,,"Deportes, viajes y ocio",ticket,0.8044717,-77.7275953,"{""shop"":""ticket""}","Entretenimiento, deporte y turismo",entretenimiento-deporte-turismo,Entretenimiento,entretenimiento,media,observado,Sin nombre | Revisar tipo de boletería/servicio.,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,11909461449,Bazar y Papelería Carmita,"Educación, papelería y regalos",stationery,0.8186788,-77.7090441,"{""name"":""Bazar y Papelería Carmita"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,2957720835,Juguetón,"Educación, papelería y regalos",toys,0.7980614,-77.73533,"{""name"":""Juguetón"",""shop"":""toys""}",Educación y papelería,educacion-papeleria,Jugueterías,jugueterias,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737252909,Mercedes Suarez,"Educación, papelería y regalos",stationery,0.803674,-77.7279592,"{""name"":""Mercedes Suarez"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5783548750,Mina de Oro,"Educación, papelería y regalos",toys,0.8129874,-77.7179768,"{""name"":""Mina de Oro"",""shop"":""toys""}",Educación y papelería,educacion-papeleria,Jugueterías,jugueterias,media,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10141479817,PAPELERÍA,"Educación, papelería y regalos",stationery,0.7972528,-77.7342122,"{""name"":""PAPELERÍA"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737252910,Papeleria Aguirre,"Educación, papelería y regalos",stationery,0.8172742,-77.7121099,"{""name"":""Papeleria Aguirre"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737497305,Papeleria Camilita,"Educación, papelería y regalos",stationery,0.8177615,-77.7117716,"{""name"":""Papeleria Camilita"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737460705,Papeleria Catek,"Educación, papelería y regalos",stationery,0.8192132,-77.7118996,"{""name"":""Papeleria Catek"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737774506,Papeleria Copywilson,"Educación, papelería y regalos",stationery,0.8113538,-77.7173921,"{""name"":""Papeleria Copywilson"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737761106,Papeleria Copywilson,"Educación, papelería y regalos",stationery,0.8112916,-77.7182106,"{""name"":""Papeleria Copywilson"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737768605,Papeleria Ecuatoriana,"Educación, papelería y regalos",stationery,0.8117088,-77.7185858,"{""name"":""Papeleria Ecuatoriana"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737719605,Papeleria Feria del Cuaderno,"Educación, papelería y regalos",stationery,0.8149638,-77.714839,"{""name"":""Papeleria Feria del Cuaderno"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737730105,Papeleria Mantilla,"Educación, papelería y regalos",stationery,0.8140654,-77.7152537,"{""name"":""Papeleria Mantilla"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737768606,Papeleria Mateo’s Variedades,"Educación, papelería y regalos",stationery,0.8122391,-77.7157489,"{""name"":""Papeleria Mateo’s Variedades"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10737471505,Papeleria Orbe,"Educación, papelería y regalos",stationery,0.819612,-77.7093916,"{""name"":""Papeleria Orbe"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10738283405,Pápeleria la Casa del Libro,"Educación, papelería y regalos",stationery,0.8113402,-77.7174737,"{""name"":""Pápeleria la Casa del Libro"",""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,13175959587,,"Educación, papelería y regalos",stationery,0.8168644,-77.7150346,"{""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607578723,,"Educación, papelería y regalos",stationery,0.7979027,-77.73394,"{""shop"":""stationery""}",Educación y papelería,educacion-papeleria,Papelerías,papelerias,alta,observado,Sin nombre,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,6279303185,BANECUADOR,Finanzas,bank,0.8119153,-77.7184582,"{""name"":""BANECUADOR"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5766632853,Banco Austral,Finanzas,bank,0.8131395,-77.7175794,"{""name"":""Banco Austral"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608489895,Banco Pichincha,Finanzas,bank,0.8118322,-77.7176913,"{""name"":""Banco Pichincha"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,1343298400,Banco de Guayaquil,Finanzas,bank,0.8115625,-77.717474,"{""name"":""Banco de Guayaquil"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,1342290758,Banco del Austro,Finanzas,bank,0.812232,-77.7176905,"{""name"":""Banco del Austro"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,12426870201,Coooerativa Mujeres Unidas,Finanzas,bank,0.8114606,-77.7173559,"{""name"":""Coooerativa Mujeres Unidas"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,3209385547,Coop. de Ahorro y Crédito Acción Imbaburapak,Finanzas,bank,0.8140715,-77.7164086,"{""name"":""Coop. de Ahorro y Crédito Acción Imbaburapak"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4945053922,Cooperativa 29 de Octubre,Finanzas,bank,0.8126963,-77.716083,"{""name"":""Cooperativa 29 de Octubre"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608486115,Cooperativa Acción Imbaburapak,Finanzas,bank,0.8153233,-77.7146008,"{""name"":""Cooperativa Acción Imbaburapak"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608738829,Cooperativa CACET,Finanzas,bank,0.8157688,-77.7146554,"{""name"":""Cooperativa CACET"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,607158953,Cooperativa Tulcán,Finanzas,bank,0.8142236,-77.7152547,"{""name"":""Cooperativa Tulcán"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608486114,Cooperativa de Ahorro y Crédito Chibuleo,Finanzas,bank,0.8154202,-77.7145362,"{""name"":""Cooperativa de Ahorro y Crédito Chibuleo"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608489891,Cooperativa de Ahorro y Crédito Pablo Muñoz Vega,Finanzas,bank,0.8108085,-77.7162997,"{""name"":""Cooperativa de Ahorro y Crédito Pablo Muñoz Vega"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608740273,Cooperativa de Ahorro y Crédito Pilahuin Tio,Finanzas,bank,0.815538,-77.7148608,"{""name"":""Cooperativa de Ahorro y Crédito Pilahuin Tio"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,5916806669,Cooperativa de Ahorro y Crédito San Gabriel,Finanzas,bank,0.8121794,-77.7167345,"{""name"":""Cooperativa de Ahorro y Crédito San Gabriel"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,4621217989,Cooperativa de la Policía,Finanzas,bank,0.8120062,-77.7192407,"{""name"":""Cooperativa de la Policía"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,608489896,Cooperativo de Ahorro y Crédito 23 de julio,Finanzas,bank,0.8119708,-77.7177468,"{""name"":""Cooperativo de Ahorro y Crédito 23 de julio"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,node,10141467417,Mi Vecino Banco Pichincha,Finanzas,bank,0.7972848,-77.7342432,"{""name"":""Mi Vecino Banco Pichincha"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,1460526666,VisionFund,Finanzas,bank,0.8140482,-77.7148268,"{""name"":""VisionFund"",""amenity"":""bank""}",Servicios y oficios,servicios-oficios,Servicios financieros,servicios-financieros,alta,valido,,false
5979a1d9-2be4-42d5-a98f-4ce30c1d1b03,way,610522821,Aserradero,"Hogar, ferretería y construcción",sawmill,0.8217731,-77.7074984,"{""name"":""Aserradero"",""craft"":""sawmill""}",Hogar y construcción,hogar-construccion,Materiales de construcción,materiales-construccion,alta,valido,,false
